,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,45.58907318,9.520791054,2.657206535,3.61236763,5.755708694,2.231452942,1.496669769,5.833202362,154.3482361,24.79775238,1.832840919,3.914885521,20.37120438,4.992462158,2.179553032,24.09325409,35.36565399,5.273805618,2.736907005,27.60076904,134.4451447,23.30869675,3.146856308,7.168716431,8.965522766,5.802462578,4.569998264,12.41367912,42.12570572,8.892560005,3.451295853,4.27604866,59.19817352,7.694063187,2.495268822,4.048677444,7.439985275,3.386205673,1.795700073,6.611948967,159.1852722,17.47867203,0.997339249,3.302188873,24.40690994,8.621730804,2.24187851,31.2269783,45.21563339,3.82078743,1.858472824,25.85979843,150.203125,42.35011292,4.351646423,9.054386139,10.99718666,6.674968719,4.772193909,12.30291176,52.11189651,12.70834923,5.618074417,5.850318909,59.15331268,6.570728302,1.821723938,3.336586952,7.51531601,4.293652534,2.461119652,7.579677582,159.1877136,31.33860397,2.350275993,8.727632523,24.38800049,3.268325806,0.961715698,17.24037552,45.2930603,9.141008377,4.452093124,42.69194031,150.044281,25.46395111,1.848220825,3.758478165,11.20897102,5.986888886,5.333098412,12.54250526,52.18005753,12.24426556,4.6494627,6.419400215,45.49411774,5.740160942,1.462144852,2.301387787,6.002869606,3.84200573,2.644943237,9.379308701,154.0870361,23.80274582,2.192145348,4.955199242,20.44917488,3.903948784,1.819541931,24.36841583,35.46399307,7.22482872,3.14944458,22.85397148,134.0213928,27.2781105,2.705625534,5.112075806,9.003240585,4.349533081,3.346502304,8.777151108,42.14315033,12.28936195,4.285720825,5.537677765
1,85.1166153,21.98659325,5.442689896,6.572227478,13.82790947,8.442011833,7.824310303,33.3791275,44.51078796,13.73395538,7.932374001,22.02807236,59.37201309,26.53426933,11.81529808,22.34658051,78.93586731,22.33479118,7.881592751,12.03946304,25.87376213,14.42050076,12.26131725,35.79558182,24.29705811,9.072273254,6.005963802,15.85672474,51.06612396,24.87664032,12.78665066,16.80042076,113.1096191,30.37264252,4.693590164,6.950109482,16.35729218,8.049833298,6.197933674,41.31732559,55.66547394,16.78765488,10.66610527,47.06631851,99.22402191,30.07582664,6.623503685,15.56199265,122.6857452,34.90001678,8.597475052,15.54144287,30.42974091,12.14385033,7.174678802,31.80438995,30.66123199,8.829120636,6.574028969,25.19481468,74.5567627,33.24882507,11.09859276,14.05660915,112.006012,34.69470215,6.11701107,8.619937897,17.23271561,7.00228405,5.046331406,36.27612305,54.29513168,13.33583641,6.570225716,32.4125824,99.95733643,45.17693329,10.76469421,17.51688766,122.4589386,32.23942566,7.443771362,12.68354797,30.40961075,14.79869175,8.211047173,34.42110825,30.77751541,14.14907837,11.45362663,34.4227562,74.61486816,24.12648964,6.183909416,8.984573364,83.16682434,28.45017052,7.906876564,9.816882133,15.01814556,6.494568825,5.733439446,24.89566422,40.87652206,18.31089783,11.57624149,28.23118973,61.26107788,22.35785103,8.469614029,14.3617878,78.59285736,35.41756439,12.64785767,14.54959488,25.81902885,11.62378693,7.875855446,23.15835571,24.42964172,16.47484589,13.03336811,25.71050072,51.10390091,15.92747307,6.350160599,9.503145218
2,25.33650589,23.18179703,20.41770935,17.93957138,16.43723679,18.47395897,23.27083588,25.67078018,30.52629471,20.43974304,17.02069473,18.22324753,20.14285851,28.86183548,42.12965775,42.09143448,23.57528687,15.1884861,14.48528576,14.5216198,18.91007423,37.43295288,58.18609619,42.95248413,19.48184967,13.57173252,12.24532509,11.69139481,18.1582222,35.73657227,44.93691254,32.07710266,42.57769394,31.90787125,30.98896027,29.73945618,25.64261246,18.99503136,15.27323532,20.45466614,113.3430328,36.65608597,14.78486729,11.11384964,10.10013771,20.20342064,45.959198,78.76257324,27.18449783,11.26943207,14.04434681,22.43795776,31.50902939,68.83988953,85.08851624,53.69399261,19.95650864,15.8356142,18.97583771,22.97512245,31.99225998,44.84870148,49.47216034,34.0875473,43.08591843,19.8411274,15.72599316,19.48867989,25.29059792,28.31627655,30.92924881,32.95429611,113.9266891,77.36643982,43.54268265,19.75242043,10.35994244,10.81344891,15.38891506,38.00369263,26.69757843,52.16703796,83.13803101,70.44467926,33.71833801,22.70798302,14.11258507,10.98231125,19.53380013,34.19001389,50.50159454,45.16850281,32.25157928,21.83795929,17.92464256,15.01316261,26.4783268,25.2825985,22.20477676,17.14663696,16.35652733,17.80489349,21.4663887,25.42857552,32.43370819,42.61888123,39.94742203,27.53315353,20.70408249,18.30794144,18.43278122,22.47944832,21.66818619,40.74944687,56.33388138,38.7344017,21.1692276,16.17562866,15.80418968,15.59624481,18.6970005,30.22062111,43.8473587,34.93630981,18.55237198,12.17291069,13.09312916,14.15494156
3,38.61579895,9.97490406,3.077055931,4.591235161,6.95645237,2.320447922,1.485214233,7.112990379,126.5182953,21.82473755,1.892784119,1.392454147,2.16529274,1.386334419,1.757443428,27.7966404,116.0805664,23.99022484,3.269108772,3.892168045,6.385293961,3.318527222,3.288789749,30.50654984,105.4052734,21.24882317,2.27717495,2.40867424,5.81278801,3.511886597,3.749509811,29.36166,53.8139534,9.141129494,2.792814255,4.634168625,8.665174484,3.523637772,2.122436523,9.54661274,140.0696259,17.88098717,1.551446915,1.356559753,2.31619072,1.944313049,2.800977707,36.12920761,125.7210236,22.84360123,3.258638382,4.918026924,9.843854904,7.739147186,6.629976273,34.4005127,127.9043503,29.5385704,2.590525627,2.492019653,5.862358093,2.94386673,3.195856094,33.38906097,53.95907974,9.220360756,2.094560623,3.516663551,8.59412384,4.685939789,2.864892006,9.30091095,139.861908,35.95629501,2.831303597,1.962882042,2.298488617,1.326766968,1.676668167,17.84093666,125.5368652,35.26005936,6.871452332,7.783992767,9.758800507,4.881162643,3.21620369,22.30638886,127.6645737,34.39610291,3.245828629,3.004812241,5.872306824,2.446683884,2.478533745,29.06082535,38.43922424,7.210203171,1.546899796,2.36934948,7.115995407,4.614066124,3.382585526,10.02878952,125.6127777,28.07408714,1.846688271,1.339105606,2.122253418,1.465691566,2.152313232,22.01265144,115.2689743,31.0438385,3.47262764,3.356105804,6.193119049,3.893954277,3.299025536,23.91244888,105.6454468,29.90379334,3.779066086,3.638702393,5.733379364,2.39011097,2.247243881,21.15203667
4,45.60467148,81.12535095,42.66690063,15.18159771,6.532945633,3.520871162,2.96201992,6.755680084,90.17783356,107.9742737,27.34192276,5.989153862,3.660978317,3.691267014,4.470858574,12.13228416,41.38976669,36.52470398,16.22571373,11.52322006,11.70636368,11.99168301,10.84667778,15.27068329,12.55118275,13.02160263,11.03851318,11.09383965,15.67010975,17.83842278,12.49417686,10.65032768,61.77431107,56.46602249,30.27166748,19.77161598,15.1160984,10.8223362,6.685527325,12.10594177,140.6053925,91.84248352,13.16153145,3.143354416,2.040678024,2.138141632,3.492145538,29.96813965,85.8705368,28.67059135,11.51683044,11.60433865,13.91124153,13.25404358,13.22405243,26.24885559,18.52071571,16.46189117,13.53576565,12.82413292,15.58240128,14.77677917,11.84994507,14.20741749,61.1036377,11.95425224,6.243494034,9.833571434,15.26010036,21.32463646,31.04354477,55.26427078,140.6232758,29.98778343,3.565954208,2.149287224,2.100629807,3.319206238,13.0161171,89.57944489,86.29677582,26.07787323,13.14472485,13.03500938,13.95451355,11.45746422,11.25039005,28.24837875,18.48452759,14.01256084,11.88969612,14.83586597,15.85412216,12.75961781,13.5360651,16.37785912,44.83776855,7.654061317,3.552017212,3.824232101,7.063289642,15.94467163,41.19950485,76.25019073,91.73465729,13.89776421,4.841691971,3.878488541,3.738567352,6.19410038,25.82851028,103.0635834,43.7150116,16.15713501,11.02215862,11.99471092,11.07611847,10.8054142,15.72817993,35.59491348,12.66932583,10.58530808,12.536726,18.02879524,15.67782402,11.14493752,11.47721291,12.7170887
5,13.53873253,7.254067421,5.279594421,7.105775833,8.374448776,4.878947258,4.319797993,7.203222275,116.8351059,23.92635345,3.685427666,3.129486084,4.123879433,3.154402733,3.38525486,20.85190582,171.2675171,29.50598526,1.131188393,0.893167496,2.007839203,1.831615448,2.491342545,42.59186554,45.26014709,8.410551071,3.480496407,5.867014885,15.98384953,10.17259693,6.269443512,15.26893425,17.92531967,8.752792358,5.102911949,6.328989029,8.770280838,5.776447296,5.768693447,9.887153625,141.6152039,28.24872017,4.559412003,4.180139542,5.752202988,4.353157043,4.069001198,16.2443924,174.0294189,41.42227554,1.325033188,1.174360275,2.116847992,1.625148773,1.543878555,26.03147507,57.45716858,10.39558506,4.56556797,8.873641014,20.086483,11.29513359,6.049646378,11.73174191,17.93801308,9.789938927,5.769582272,5.884951591,8.603603363,6.110405922,5.275860786,8.771832466,141.6626892,16.14840889,4.044242859,4.348377228,5.7227211,4.196327209,4.611985207,28.02618027,173.9978333,26.04457474,1.519580841,1.598712921,2.119354248,1.210760117,1.302634239,41.32453918,57.35730362,11.76825333,6.141896248,11.39037704,20.1116333,8.83191967,4.602240562,10.3481493,13.63756752,7.084704399,4.359025478,4.836277485,8.341135979,6.940500259,5.201535225,7.250118256,116.738739,20.62409019,3.440939903,3.113566399,4.131651878,3.113209724,3.640809059,23.83601761,171.1801758,42.40150452,2.487970352,1.817920685,1.958385468,0.895120621,1.100663185,29.65722466,45.21631622,14.95075512,6.397227287,10.16816711,15.96550751,5.939766884,3.562428951,8.566978455
6,12.29912758,7.210597992,18.76175308,76.50753784,62.63759613,15.13734436,9.89969635,15.7103796,29.32302856,19.22921371,30.2516861,69.89614868,49.01777267,12.49706459,11.6410675,24.43211365,41.94072723,23.43992424,20.05280876,23.47692299,17.38469315,14.3824482,22.38924217,42.38493347,25.11317825,17.72376442,14.46108437,17.00332451,18.11872673,16.15844727,18.71605492,25.30553055,16.73925018,10.8431921,29.39813232,113.0446243,86.02329254,9.843334198,3.286188126,7.026869774,106.919075,28.75219154,20.23845291,47.75001144,27.72951889,9.591190338,21.27322769,62.92530823,45.46016312,13.86598015,11.89081001,23.40072823,35.11370087,37.05688477,42.36532593,51.33168411,28.74028778,21.21473122,18.10646248,22.86547852,22.96097755,18.47623444,19.53457069,26.23186874,27.77544022,10.61981964,16.78997803,81.17467499,81.3793869,24.36964226,12.54244709,15.95613384,119.0909271,54.13405228,17.12420082,17.59123802,15.51569176,8.528074265,11.27882767,43.05418396,47.6451149,31.37807465,30.75769997,43.04857636,38.93629456,22.02880478,14.75734615,19.66915321,27.83396912,19.8785553,18.38411713,23.79270935,23.47366524,17.7952137,18.40087128,25.91143227,24.6260891,10.22133923,9.391975403,27.91977119,42.80007935,26.71732712,24.14315224,30.93335915,66.57699585,28.14242172,12.17170715,10.89770699,13.26047421,15.03125,24.63669586,54.02635193,35.88382721,25.55205154,20.03551483,21.84890556,20.19616699,17.0875206,19.47871399,28.30607796,20.96111298,15.99177551,16.91117859,23.20766449,20.51831818,14.67859459,15.10572338,20.45838165
7,19.57353592,14.89376068,13.83579826,17.53877449,20.03347397,13.3221283,11.09004974,15.35127926,43.43581772,27.57022095,15.20267868,15.00438309,16.53314018,13.84551907,13.37586498,23.43917084,110.9516144,42.86032104,8.435699463,5.227768898,5.489124298,4.922919273,7.981602669,45.40504456,102.1214752,31.72890854,4.664499283,3.399321556,6.860795975,5.973653793,8.305602074,45.5333519,26.8911705,18.58349991,14.37274837,17.38543892,22.52815437,16.85763931,14.63142395,20.58208084,52.8672142,31.42564201,22.58087349,27.17803001,29.35055161,19.75769043,13.71948814,20.19650459,135.2459717,50.37742615,9.071774483,5.591076851,5.242576599,5.098997116,7.269433975,44.78121185,120.0984726,35.59827423,5.660522461,4.387918472,7.074745178,5.397790909,8.802568436,48.95152283,26.80118179,20.59650421,15.06813431,16.57854843,22.91333008,17.73803711,14.04394436,18.42003632,53.38275146,20.37560081,14.19820786,20.21954536,29.85758972,26.68382263,21.36140442,29.23046494,135.2399445,47.49112701,7.831256866,5.235473633,5.305717468,5.381735802,8.47069931,47.50662994,119.2670746,51.45358276,9.688661575,5.602085114,7.070770264,4.241130829,5.263208389,33.56466675,19.23286057,15.13961697,11.31840324,13.35359383,21.13702393,18.08515358,13.36682701,14.33116722,41.74117279,23.91511536,14.1981945,14.34637451,17.67793083,15.16703987,14.33977222,24.55888939,109.4936066,50.12794495,9.333766937,5.226999283,5.464185715,4.963270187,7.615015507,38.331604,101.5422592,49.30639648,9.610217094,6.235790253,6.510322571,2.973192215,3.993881702,29.26126099
8,24.21967506,7.128440857,7.652872086,10.64353943,7.637867928,8.950642586,33.89964294,58.59687424,43.46805573,9.311508179,5.850476265,5.964015007,5.252691269,10.51372051,45.11733246,83.38182068,53.82669449,10.09215641,4.604284287,4.446377754,5.200178146,12.29990292,52.73497009,95.91340637,23.47562027,6.992679596,4.851748943,6.445664406,10.58052254,24.40091705,55.16098022,58.37544632,38.26841354,6.730824471,3.918095589,5.267118454,6.553915024,14.96519089,58.71762085,90.58509827,54.54165268,17.78352356,14.0913105,18.71864891,25.66464806,36.98570633,51.17053223,59.94203949,119.0454254,41.60136414,11.54725075,7.326746941,6.60546875,9.788290024,21.13875389,64.84707642,38.40774536,14.50831032,12.38815594,20.3149929,25.76565552,30.56793022,33.87661743,36.18778992,49.65620041,16.55959129,8.624726295,9.625936508,10.77101231,17.63859177,43.16147614,73.4803772,30.58016205,10.27689934,7.762991905,16.33194351,38.78779221,68.38743591,63.6971283,40.61368179,107.6540604,43.39487839,15.56958866,10.03094482,11.24064827,19.88634872,29.71876144,50.99115753,36.59149551,35.17934036,33.92789841,32.62208939,24.010252,16.4557476,10.11438942,13.97192955,40.04719543,25.8113327,15.01145172,13.64800072,12.55562496,13.14789963,18.27778816,32.3923912,27.40517807,24.05840302,20.37661743,24.45174408,28.06311417,26.2473526,24.08264542,23.72999763,36.13231277,31.25408936,21.81980324,21.8045826,23.3391037,20.96767235,19.93616486,24.64319038,24.12111282,29.16579437,26.6303463,23.6907444,18.1102066,11.7804718,11.01857758,15.83098888
9,30.10576439,25.43416023,21.67906761,17.46730995,13.54878235,13.62989903,18.06200027,26.76247025,24.63591766,22.43478012,27.89020157,31.01279449,28.51963425,23.42452621,21.80207443,25.7369709,31.47854996,24.27880478,24.04899597,26.10139084,26.66795349,22.32731056,21.88882828,30.4250946,24.16180992,16.38432693,13.9116993,14.56613445,18.20062637,21.70924568,28.41739845,32.18907928,33.21840668,48.67126465,50.5421524,29.40161133,13.47043419,10.01951694,11.81194305,19.65918922,26.23435974,35.45106506,73.61976624,83.33420563,37.35808945,12.46810722,7.105369568,10.58800316,107.393158,53.54012299,36.33837509,24.25670815,12.3848629,9.960680008,15.70959854,45.43918228,37.42457199,15.12347794,13.17486286,21.09538078,26.43319702,31.26499367,35.39012146,38.82672119,18.64714813,54.3086319,69.06215668,32.30675507,12.17323303,8.050057411,6.790821075,8.133158684,47.39004898,39.80750275,57.18535233,54.14305496,29.59938431,15.56193447,11.52561951,16.36901855,120.1710205,80.38475037,33.52928925,13.0873394,6.432321548,5.472182274,8.102973938,36.13951111,34.52435303,42.15613174,50.97068787,41.94738388,27.39106941,18.41125107,11.97213459,13.17901516,10.96590233,32.2361908,41.0699234,19.64758682,12.16814995,12.8845129,10.61113453,7.574651718,26.24973679,55.63920593,49.52186584,20.9753933,10.14253235,9.340936661,9.054700851,9.286970139,40.64576721,92.8269043,68.7431488,17.61320114,4.963630676,4.416840553,5.120920181,7.592759132,18.74860573,61.09010315,72.93099213,30.75701714,8.283309937,4.932849884,4.592393398,6.533168793
