,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
73_11,0,0,2,1,0,2,0,0,0,0,1,1,1,0,3,0,4,0,0,0,1,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,8,2,0,0,0,0,1,0,3,0,0,1,0
73_10,3,1,1,2,1,4,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,12,0,0,0,5,2,0,1,1,2,0,0,0,0,0,1,6,1,0,1,1,0,3,0,4,0,0,2,2
1953_5,18,3,11,24,8,15,1,0,5,8,2,1,6,11,11,4,23,5,7,4,5,18,5,1,2,15,7,9,6,9,4,6,1,3,21,3,1,17,10,6,9,19,5,4,19,13,2,10,21,4
1953_4,26,79,18,38,4,21,24,29,17,19,67,67,40,28,13,13,43,48,13,59,17,8,45,12,30,33,4,19,24,66,37,22,16,38,16,25,36,32,9,28,29,22,26,11,9,34,20,31,17,75
1953_7,17,16,11,15,26,13,10,13,12,12,6,8,13,13,9,4,17,17,14,10,10,12,15,7,9,27,5,20,23,17,8,6,5,12,36,8,7,15,19,4,13,21,17,9,23,26,6,8,20,9
1953_6,8,11,9,17,10,41,3,18,11,6,7,1,12,8,13,5,17,8,14,4,5,33,13,5,7,18,0,14,17,12,9,4,6,7,27,9,5,17,8,6,11,54,6,3,14,24,3,11,19,6
1953_1,26,47,20,27,9,36,11,49,10,11,34,38,15,22,11,17,18,35,17,30,15,24,26,7,18,23,5,17,15,42,14,17,12,44,6,32,12,16,8,9,16,17,20,37,13,21,9,24,15,40
879_13,3,1,2,0,3,7,0,0,0,0,0,2,0,0,2,0,6,1,0,2,0,7,2,0,0,4,3,2,0,0,0,0,0,3,0,1,0,2,1,2,1,2,0,0,0,1,0,0,1,0
1953_3,22,25,21,21,0,9,10,15,12,11,33,33,19,20,14,20,19,21,6,35,6,1,15,8,14,6,2,11,6,21,22,20,9,12,10,9,14,26,5,25,15,10,15,8,7,10,7,20,6,42
1953_2,24,46,17,16,6,19,12,29,22,13,33,40,17,21,12,14,8,27,24,33,9,9,21,5,13,32,5,11,20,33,24,15,9,29,9,15,26,10,5,15,29,12,23,22,4,23,16,17,8,35
1498_6,32,30,12,24,15,15,19,6,8,9,42,25,31,7,6,12,12,13,10,23,6,17,10,4,11,15,5,3,14,36,41,20,12,6,26,12,10,11,14,24,63,18,6,14,73,6,9,12,9,30
1498_5,24,20,4,13,15,15,25,8,10,13,31,9,7,4,4,3,0,16,19,9,11,20,18,11,26,3,0,5,7,31,15,2,12,40,0,33,6,0,3,1,57,25,8,22,98,5,1,14,4,20
1498_4,22,19,13,22,12,16,22,10,18,12,26,23,23,17,10,7,6,9,16,14,7,26,15,14,9,20,5,31,15,25,38,14,9,5,27,3,15,11,24,20,22,20,20,27,35,22,16,5,17,26
1498_3,16,11,11,22,5,7,3,2,7,3,8,29,27,7,12,4,13,3,8,23,10,12,3,6,3,10,3,14,7,25,28,6,9,3,28,0,9,17,19,12,24,13,4,25,30,15,4,5,9,13
1498_2,14,75,173,10,47,172,163,68,105,133,38,66,51,62,25,441,30,140,82,56,89,82,133,207,158,58,49,29,79,15,52,373,193,43,35,219,132,36,118,22,80,4,81,62,10,60,105,20,121,43
1498_1,1,47,184,18,34,174,143,81,112,110,36,58,55,53,23,402,39,128,92,56,85,82,139,164,163,79,52,25,89,5,51,413,204,30,35,198,115,27,107,9,82,6,70,59,8,55,120,9,120,38
386_2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
723_6,7,14,9,14,33,26,9,4,25,18,11,12,6,13,9,17,7,15,17,4,18,32,13,13,17,9,13,5,9,10,11,6,18,31,3,25,6,9,13,2,2,29,6,14,52,7,5,10,21,11
1990_4,5,0,0,8,5,2,1,5,2,3,1,2,4,7,0,1,0,2,6,3,4,2,5,2,0,2,1,5,7,0,1,1,0,0,1,8,2,0,1,0,2,6,4,3,0,3,3,2,0,0
1622_2,5,8,29,3,1,9,8,8,28,24,8,24,24,28,31,19,24,15,28,28,11,17,6,23,10,30,34,14,35,4,28,25,20,2,32,1,22,25,19,15,13,2,18,10,4,39,15,7,18,8
1990_3,3,0,0,0,2,3,0,2,2,1,0,2,5,2,1,0,2,2,2,2,1,3,5,1,1,6,1,5,2,0,2,0,0,0,4,2,2,1,1,1,1,1,1,2,3,4,1,0,0,0
1622_1,5,2,3,3,12,9,1,6,5,8,1,12,5,20,1,2,0,2,14,8,6,7,5,9,1,6,2,10,12,2,4,2,4,1,2,1,2,2,0,0,2,1,8,8,0,7,4,2,3,0
595_3,4,1,2,0,10,15,1,3,1,5,2,4,4,3,0,1,2,6,9,4,3,5,3,3,6,3,1,6,3,2,5,3,4,1,1,2,4,3,1,1,5,0,1,1,1,4,7,1,1,1
595_2,32,1,1,3,1,8,0,1,1,0,2,3,4,0,0,0,0,2,1,2,2,1,0,0,0,0,2,3,4,20,1,0,2,2,1,0,1,3,3,2,1,7,2,2,0,1,0,0,3,6
595_1,17,1,0,0,2,2,0,0,1,3,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
50_5,6,5,10,4,0,6,7,9,4,4,12,11,14,5,4,8,4,13,11,10,4,8,7,8,9,4,0,7,8,7,17,8,11,21,10,8,9,3,6,5,9,6,7,7,11,5,5,5,6,14
595_4,5,3,6,5,36,25,9,9,5,14,3,14,17,9,3,7,5,7,13,13,3,23,15,21,8,10,2,18,23,2,12,8,18,3,21,7,13,5,3,5,6,5,15,2,1,9,12,5,4,6
2233_1,9,6,0,2,0,14,0,0,5,3,0,5,1,8,1,0,1,3,6,1,2,9,1,0,2,1,0,1,4,10,4,0,2,0,0,0,0,1,0,0,8,6,4,4,0,2,1,9,0,2
1903_3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
553_14,7,2,0,1,5,10,1,4,2,5,3,1,0,4,0,3,4,4,11,0,2,6,6,2,0,2,5,3,3,2,0,0,1,1,1,2,0,4,1,0,6,3,3,5,1,4,3,0,4,0
553_11,1,0,0,2,7,3,4,1,5,2,2,1,2,1,0,6,1,1,8,0,4,5,4,4,3,3,4,1,12,2,0,0,2,3,2,0,3,2,3,0,5,1,4,2,3,4,1,0,4,1
553_10,15,1,1,1,0,11,0,2,1,0,0,1,2,1,1,0,3,0,4,0,1,7,0,1,0,3,3,2,2,5,0,0,0,2,0,0,0,3,0,0,9,2,2,4,0,1,1,0,5,1
553_13,7,1,0,0,5,3,3,1,1,2,1,3,2,0,0,5,5,2,4,0,1,3,6,7,2,1,4,3,7,0,0,1,6,2,2,0,2,2,3,0,0,2,1,1,0,5,3,0,3,0
553_12,13,4,0,0,7,5,4,1,2,2,3,2,1,0,1,3,6,4,10,2,0,6,7,6,2,4,3,2,11,1,0,2,2,2,2,0,1,4,2,1,6,1,0,6,0,3,3,2,7,1
2233_2,3,7,0,2,0,4,0,0,4,3,1,4,1,7,0,0,2,3,1,3,2,12,1,0,0,2,0,0,0,4,0,0,1,1,0,6,1,1,0,0,2,7,7,2,1,0,2,1,0,4
2_2,3,2,0,6,6,17,3,10,2,4,2,4,3,5,1,0,0,7,11,2,1,0,6,6,2,3,0,1,7,1,2,1,6,2,0,2,0,0,0,0,3,4,5,4,4,1,1,1,0,6
1067_4,9,19,6,13,14,73,6,26,3,3,8,6,5,13,1,7,0,8,19,2,17,36,12,3,6,3,0,14,17,12,5,11,4,6,5,8,6,0,1,4,17,13,14,14,8,5,8,29,2,3
2113_2,1,0,2,0,3,0,0,1,1,2,0,1,0,7,0,2,2,1,5,1,0,1,1,1,1,3,0,8,1,0,0,0,3,0,2,0,1,1,1,2,0,1,13,3,2,3,2,0,2,1
2113_3,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,2,1,1,2,0,1,1
1067_1,21,18,15,17,50,103,11,30,16,9,9,26,11,28,6,3,2,25,29,17,17,62,23,10,6,9,11,9,29,9,14,0,15,9,1,10,9,2,4,0,21,16,25,41,3,12,19,60,3,3
1067_3,5,5,2,12,2,55,3,16,8,2,5,6,2,13,2,3,1,11,10,6,3,50,8,4,3,3,1,18,7,4,7,5,2,7,0,6,7,1,0,1,19,9,9,16,0,7,9,19,2,1
1067_2,23,25,16,49,54,147,11,107,27,13,18,35,36,49,9,9,5,32,68,42,40,100,50,19,17,29,7,52,52,24,24,10,37,28,8,35,26,4,17,1,31,41,50,85,13,35,22,80,11,13
881_11,0,2,3,1,2,2,1,0,4,1,0,2,4,2,9,2,3,4,2,1,1,3,5,0,0,4,2,2,5,0,3,0,0,2,1,0,0,5,1,0,1,4,4,9,2,4,1,2,4,0
881_10,1,0,3,2,1,2,0,2,2,0,1,1,4,0,6,1,2,0,2,1,2,1,3,0,1,4,4,0,2,0,5,0,2,0,0,0,0,5,0,0,0,1,1,7,1,1,1,2,1,1
881_13,9,0,5,3,3,2,1,2,4,2,0,7,3,10,5,0,2,1,5,8,1,3,1,0,0,5,2,4,2,0,3,0,0,0,2,0,4,3,1,0,12,0,6,1,0,2,1,8,3,0
881_12,0,4,3,1,0,4,1,1,4,3,2,2,6,4,8,0,6,1,2,2,2,2,1,3,1,6,4,0,7,0,9,1,3,0,4,1,2,6,4,0,3,1,4,3,0,1,1,0,3,1
881_15,2,1,5,4,1,2,1,1,3,3,0,3,3,5,5,3,8,1,0,5,2,3,1,0,0,2,11,0,4,1,1,2,0,2,0,2,2,7,7,0,1,2,5,5,2,4,3,2,5,1
178_1,5,0,1,9,5,5,1,8,2,1,2,6,8,7,1,0,0,0,6,3,1,6,2,2,0,4,7,6,6,2,6,0,3,0,1,0,0,1,1,1,7,8,12,5,1,4,2,1,5,0
178_2,6,0,0,6,3,2,0,3,1,1,0,7,6,3,1,1,2,2,4,2,2,13,1,0,0,1,5,4,4,2,3,0,0,0,0,0,0,1,6,0,5,3,6,3,0,1,0,0,9,2
881_16,2,2,0,2,0,5,2,3,1,2,1,1,0,0,0,0,2,2,0,1,1,3,1,1,2,0,2,0,2,0,2,2,1,2,0,6,2,2,0,0,0,5,0,5,0,1,0,1,2,0
48_8,4,0,0,3,8,6,2,1,7,5,0,2,3,7,1,4,1,2,6,3,7,6,3,3,6,2,3,7,8,2,1,2,1,8,5,2,5,1,2,0,0,4,5,5,2,3,2,6,2,0
48_5,3,2,7,2,2,14,7,8,4,7,0,3,5,7,16,4,12,5,7,1,4,7,6,7,4,16,11,16,10,1,3,3,6,7,18,2,3,19,13,15,1,2,7,6,5,16,3,1,13,0
48_4,13,5,5,2,3,8,11,4,13,13,2,3,10,7,25,7,15,7,4,4,3,9,6,5,8,12,12,17,13,2,8,10,9,4,15,12,3,21,13,12,2,4,7,4,3,14,4,0,11,1
48_7,0,1,2,6,7,12,3,0,10,8,0,4,1,6,2,1,1,3,4,1,5,9,6,3,3,2,1,6,6,2,4,0,3,3,3,0,2,2,2,0,1,3,7,3,4,4,2,3,3,0
48_6,9,3,6,3,7,23,6,4,10,11,4,2,3,10,15,5,18,8,8,2,5,12,4,8,4,4,19,28,11,1,3,4,7,14,8,8,4,23,14,8,2,5,7,3,4,7,7,1,23,0
48_1,6,3,24,21,11,9,4,12,20,18,7,16,19,36,31,18,28,8,22,18,30,12,13,12,6,24,22,16,17,8,14,12,7,4,30,5,17,34,25,20,6,20,38,15,1,24,21,5,28,4
48_3,35,4,13,15,6,10,6,6,13,8,6,23,13,19,14,6,17,8,6,12,19,6,1,4,4,11,11,8,13,4,15,12,4,5,19,4,5,20,20,26,2,32,15,15,0,11,23,7,10,0
48_2,7,3,22,16,3,17,5,7,12,8,5,6,15,13,32,16,22,3,8,8,12,7,5,12,5,24,28,28,18,6,11,12,13,6,35,7,8,24,22,18,5,12,20,12,1,23,11,7,30,3
1080_4,66,19,10,13,32,26,16,7,16,11,10,5,15,10,8,2,3,12,9,6,18,34,21,15,13,10,1,34,17,30,17,9,13,5,30,11,14,1,9,6,14,20,15,10,5,11,14,7,8,16
1080_5,83,5,4,9,28,17,8,5,8,9,5,5,10,17,6,4,12,4,7,7,3,14,10,5,9,12,2,37,6,17,10,5,11,3,26,13,8,7,5,14,14,7,14,8,12,7,15,3,7,11
1080_6,7,1,2,0,6,2,0,2,3,2,0,6,11,4,6,0,5,2,3,9,4,1,4,3,1,7,6,8,3,6,4,2,1,0,23,8,9,5,6,18,3,5,5,0,0,4,9,0,3,5
1080_7,74,15,8,13,8,34,4,16,5,8,6,22,25,18,7,4,5,5,19,19,8,16,6,7,8,20,6,45,11,8,23,6,6,1,25,5,10,6,8,12,44,6,20,26,3,10,10,21,10,6
1080_1,9,8,6,34,18,31,7,7,7,5,7,9,11,9,3,1,0,7,7,9,11,25,6,12,10,6,3,21,6,15,9,2,7,2,5,1,6,1,9,2,18,30,7,12,2,1,3,16,5,2
1080_2,57,18,6,71,18,33,6,15,10,9,14,8,19,8,5,5,4,4,21,17,11,29,8,7,8,9,2,36,16,30,27,6,8,3,12,13,19,5,9,10,58,33,8,5,2,5,14,12,6,13
1080_3,61,8,1,36,29,48,19,19,10,11,7,11,22,10,3,4,2,20,32,9,12,39,17,20,14,9,7,36,18,15,22,5,13,10,11,14,15,7,13,3,29,12,19,6,13,6,15,13,12,11
1080_8,15,7,6,3,2,14,10,7,8,9,8,11,27,11,6,1,3,5,12,16,7,8,9,9,10,8,4,11,11,8,17,9,8,7,7,6,4,5,3,6,15,3,9,22,4,7,5,6,6,10
1080_9,8,2,4,7,10,17,3,4,1,3,4,7,4,5,3,1,1,4,10,4,5,7,6,2,4,5,1,6,11,2,4,4,4,13,2,9,1,0,2,2,14,11,6,12,5,4,2,12,1,1
861_4,26,55,53,6,2,12,14,18,15,21,63,53,39,14,32,24,30,13,15,64,7,31,9,15,7,19,25,11,15,23,39,36,14,11,14,13,17,29,8,14,46,1,19,51,7,31,21,41,21,31
2_4,6,12,9,21,21,24,8,6,18,20,8,8,19,11,12,3,10,5,13,8,10,11,7,8,6,17,23,29,14,8,16,1,8,7,19,5,8,12,9,8,6,15,8,10,8,13,11,7,19,4
1958_2,3,0,3,1,1,3,2,4,5,3,0,5,2,2,0,3,5,1,1,4,5,3,2,0,0,3,1,2,6,0,0,1,0,1,1,0,0,4,4,2,0,7,6,7,1,4,0,1,2,0
1958_3,5,4,1,2,0,15,0,1,1,1,1,0,4,2,3,0,3,0,3,1,3,7,3,0,1,4,4,1,5,3,3,0,1,0,0,0,0,3,6,1,3,0,2,3,2,6,1,0,5,0
1958_1,1,0,2,3,2,2,1,12,2,2,1,1,3,4,0,0,2,1,2,2,0,1,4,3,1,3,2,0,7,1,2,1,1,2,0,2,3,0,1,2,3,2,5,1,2,2,0,3,1,0
701_7,8,1,5,1,13,98,2,2,4,5,2,6,4,1,11,1,3,0,3,1,6,78,0,4,1,6,6,4,4,0,3,1,1,0,8,1,2,4,2,40,1,1,5,5,1,5,1,8,4,0
861_1,16,23,32,8,2,7,7,9,7,13,32,53,17,12,21,9,30,12,10,50,6,24,11,6,5,17,28,7,9,21,20,17,12,7,13,6,11,18,10,17,15,8,9,22,4,14,9,38,17,25
701_5,13,2,8,2,12,36,3,1,8,9,2,5,5,6,2,1,4,10,5,4,6,60,9,5,4,5,10,18,4,3,8,5,7,5,9,16,5,5,8,2,6,7,1,4,6,5,6,0,3,3
1201_3,0,6,6,12,8,3,2,1,3,5,2,4,10,5,7,1,15,0,3,3,1,6,4,3,0,2,5,10,7,4,6,5,4,0,10,0,4,17,4,38,14,3,4,0,3,8,5,3,2,5
1201_2,7,4,7,22,25,35,11,9,18,9,4,11,13,16,4,3,9,13,13,9,11,24,9,4,5,7,6,48,18,1,3,4,16,11,16,4,13,6,10,2,13,12,17,12,10,9,11,6,9,4
1201_1,0,3,1,13,3,11,0,3,0,1,0,1,9,4,4,3,5,2,5,0,0,4,4,3,0,1,3,1,7,0,4,2,4,1,4,0,2,5,2,0,1,1,1,0,1,2,2,0,3,1
2097_2,0,4,58,0,0,2,11,6,5,11,4,3,0,10,7,56,10,7,6,0,3,0,6,12,8,17,3,2,2,0,2,140,8,1,2,20,7,7,12,40,3,0,7,2,0,15,7,0,11,0
1999_3,0,7,1,0,9,0,57,0,1,1,3,0,0,2,0,1,0,16,3,1,6,1,10,6,37,0,0,0,0,0,0,4,11,351,0,27,1,0,1,0,0,0,3,0,210,2,1,0,2,13
1999_2,0,1,1,0,2,0,33,0,1,4,1,0,0,0,0,1,1,14,1,0,1,0,8,8,46,1,1,0,0,2,1,5,11,284,0,28,1,0,1,0,0,0,0,2,107,1,1,0,1,8
1999_1,0,3,4,3,1,2,1,2,3,3,1,1,2,2,1,2,1,1,3,2,6,0,5,7,0,3,1,2,3,0,0,1,2,0,0,6,0,0,0,0,0,4,8,7,1,3,1,0,2,0
2_6,26,15,16,33,32,59,14,18,9,17,6,10,12,15,22,3,14,12,14,11,14,25,11,15,8,13,19,46,13,20,15,0,14,10,22,14,12,14,14,6,6,24,12,18,4,14,14,5,18,7
1942_6,0,0,0,5,7,4,1,3,4,1,0,0,0,10,1,1,0,0,8,0,6,3,0,2,0,2,1,5,3,0,0,0,0,0,2,0,2,0,2,0,0,4,8,4,0,4,3,0,0,0
537_5,72,14,9,44,53,87,23,29,18,21,31,15,20,14,5,20,3,17,35,7,18,41,23,44,28,16,5,30,28,43,23,9,36,12,17,15,20,3,9,7,141,78,15,12,10,12,22,10,15,8
1942_4,5,1,7,2,10,9,1,3,14,7,1,7,19,14,1,9,3,4,7,6,5,4,3,10,0,12,3,18,12,2,17,2,7,0,9,3,2,2,9,1,11,7,10,8,1,18,7,1,8,0
1942_3,3,6,8,6,10,12,0,3,17,3,4,12,21,12,3,4,5,3,11,20,8,1,1,10,2,20,4,10,18,5,21,4,3,0,12,0,8,4,6,2,16,6,16,10,1,14,10,1,4,3
177_1,6,2,5,14,9,8,4,13,14,8,4,3,5,13,0,1,7,14,15,2,9,16,12,11,3,7,3,7,12,3,5,1,8,11,7,7,6,5,3,5,4,14,15,9,4,4,10,1,5,0
537_2,56,74,73,8,4,19,44,42,45,53,89,76,60,44,48,51,54,30,51,92,22,11,42,48,44,53,101,21,57,52,71,55,42,29,46,50,40,55,71,16,73,13,27,41,11,56,58,48,52,74
606_8,18,25,21,8,7,6,25,7,10,8,20,35,31,17,5,14,16,18,13,28,6,18,25,10,12,10,3,10,16,10,21,13,9,25,13,21,8,11,10,13,14,9,14,21,13,10,12,15,16,18
606_9,15,24,12,50,15,33,18,19,28,15,24,12,23,23,2,17,5,17,21,22,27,39,19,9,16,24,7,12,17,21,29,9,10,32,11,15,19,4,12,4,32,43,32,47,50,7,12,28,20,20
1942_1,1,0,2,4,20,4,6,16,8,7,1,3,6,19,1,6,0,10,19,8,10,3,12,9,6,7,2,14,29,0,6,3,8,2,5,14,5,1,5,0,1,6,17,7,3,6,5,0,7,0
47_8,21,2,7,14,16,52,13,5,3,2,11,9,5,9,0,4,1,8,5,9,11,49,12,6,6,10,0,30,10,4,3,3,4,29,12,23,7,1,2,11,27,19,5,16,30,10,7,4,3,10
47_6,43,3,3,18,30,74,10,10,2,2,3,6,7,5,2,3,2,12,9,7,10,50,13,14,9,4,2,13,9,3,1,6,10,32,11,14,6,0,3,8,39,45,7,14,22,3,6,3,6,0
606_1,1,2,2,3,3,3,0,2,2,0,0,0,0,1,8,3,6,5,3,0,4,2,3,4,2,2,9,0,4,2,1,3,4,0,3,0,1,9,9,1,1,2,2,5,1,5,0,0,1,0
1209_1,13,7,12,8,15,18,6,6,15,13,6,19,18,14,5,11,10,11,20,16,14,8,12,16,11,13,6,13,11,7,19,9,14,4,4,7,16,6,20,1,16,7,18,18,11,14,7,2,9,7
47_5,43,2,7,6,13,29,21,29,12,10,5,14,8,8,5,11,6,22,18,4,5,47,25,9,29,6,8,26,12,2,7,5,27,28,18,21,10,4,4,2,30,69,11,8,22,7,8,4,10,2
356_2,3,0,1,1,4,13,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,8,0,0,2,1,0,8,2,0,1,0,0,0,0,1,1,0,1,0,1,1,3,1,0,3,1,0,0,0
356_3,3,3,4,13,20,13,7,11,9,5,3,12,13,10,4,2,6,8,20,4,12,25,4,9,7,12,3,19,13,2,8,5,11,7,11,2,8,7,3,2,4,9,12,10,8,9,19,6,8,9
606_6,30,6,5,2,2,5,5,3,2,6,16,14,21,5,5,5,6,7,3,20,3,16,3,2,9,8,4,5,2,16,11,4,3,16,18,1,2,6,4,26,32,2,6,7,3,4,4,8,3,9
47_1,17,12,5,5,28,23,18,6,11,16,16,4,2,13,3,6,3,15,9,9,7,25,20,15,24,5,3,14,17,10,10,1,15,43,12,31,6,3,2,3,6,43,7,19,34,3,9,6,6,9
2076_10,21,11,12,3,1,2,3,5,5,0,14,17,6,3,4,4,8,6,6,16,3,5,3,5,2,9,0,9,5,13,13,6,4,8,10,5,1,14,5,5,16,5,6,9,8,10,7,2,4,20
2076_11,12,4,4,2,0,8,1,6,4,0,12,12,6,4,4,4,4,8,4,10,1,1,6,1,4,7,0,8,1,4,3,0,2,9,5,2,1,3,3,11,13,2,3,2,5,4,6,6,6,11
2076_12,5,8,7,10,3,19,9,7,3,11,10,5,7,5,2,6,6,5,8,5,8,18,5,0,8,11,1,11,4,7,7,2,3,9,6,1,3,1,4,2,4,4,11,6,9,7,5,12,3,10
2076_13,2,7,8,10,4,17,11,9,12,6,9,5,3,10,4,2,2,8,8,6,5,22,7,6,11,8,0,7,4,3,5,5,6,15,6,0,4,4,6,2,6,12,10,12,20,11,5,16,5,1
2076_14,4,6,7,2,3,18,13,9,6,5,11,5,4,7,2,5,3,9,8,4,12,23,13,7,12,16,1,10,6,4,6,6,6,22,6,5,5,2,7,2,8,5,12,5,27,8,7,23,7,8
2076_15,3,13,5,2,2,20,3,14,6,7,7,3,5,5,5,1,5,7,4,2,11,9,6,3,7,11,2,6,4,7,6,1,4,21,2,2,4,5,4,0,8,5,14,7,45,9,5,22,2,13
2076_16,21,11,2,3,0,5,2,8,3,1,8,12,8,8,1,1,6,5,5,10,1,2,4,3,5,4,0,2,5,8,9,0,1,7,6,2,0,8,1,4,19,7,3,10,8,7,1,2,3,12
2076_17,21,6,5,3,1,4,4,5,1,3,4,14,7,4,1,3,5,6,2,12,2,0,2,2,1,9,2,6,2,9,7,2,2,10,7,2,4,4,0,2,17,4,5,9,4,9,0,4,1,16
2076_18,14,7,3,2,1,1,6,3,1,4,11,10,13,8,2,4,9,7,5,12,7,2,4,3,5,5,3,5,3,11,10,1,6,12,8,2,7,3,2,12,5,6,7,9,4,4,2,4,5,8
2076_19,4,5,9,6,0,7,0,9,6,5,10,11,12,8,1,2,5,4,6,18,3,5,5,3,3,9,0,9,6,7,5,3,2,5,6,8,5,3,2,6,3,8,8,12,4,7,6,1,4,10
1444_8,82,84,127,30,37,34,80,62,100,84,67,110,84,84,122,88,98,72,124,105,73,45,81,77,66,103,123,59,115,60,100,108,74,36,59,75,77,86,121,23,134,44,77,87,32,97,86,61,90,65
1444_9,83,63,121,43,23,44,60,50,95,96,55,117,69,59,122,121,93,58,110,93,64,27,55,93,59,126,123,49,111,41,87,123,83,29,46,85,72,94,121,29,120,35,78,89,22,114,67,103,112,45
2249_1,7,0,0,0,5,0,1,1,2,2,0,3,0,4,0,0,0,1,0,1,1,3,0,0,2,0,0,1,0,1,0,0,1,2,0,7,0,0,0,0,2,1,6,1,0,0,0,0,0,0
1112_1,2,7,10,24,6,7,7,6,9,6,10,7,15,6,4,3,14,13,4,2,4,14,8,4,9,12,4,10,16,4,17,10,2,19,3,16,11,15,12,4,19,12,7,6,11,14,4,27,10,10
1112_2,9,25,21,14,16,53,19,17,11,14,15,8,22,10,13,4,16,17,18,13,9,36,17,15,24,19,9,23,19,21,10,16,11,55,12,18,4,15,14,34,6,11,15,1,29,23,9,6,14,33
1112_3,12,2,25,1,14,10,11,6,25,26,7,9,16,10,10,17,16,15,22,19,6,14,11,24,7,26,14,15,28,4,23,15,12,8,19,11,6,12,31,13,13,2,11,31,4,26,9,0,31,4
1112_4,7,3,28,1,2,14,19,7,26,24,9,10,21,16,9,13,16,17,27,10,10,15,18,21,14,27,12,23,23,1,27,22,21,9,31,9,11,14,24,27,7,4,15,12,10,24,10,2,24,10
1112_5,21,12,30,6,21,22,10,29,19,24,18,25,43,18,22,16,33,12,36,21,22,11,9,26,10,38,16,31,34,7,53,23,34,6,55,9,24,24,37,56,28,8,17,16,4,31,18,11,30,15
1112_6,18,20,9,9,9,1,14,8,12,11,12,25,14,6,2,3,11,8,15,8,6,3,6,8,11,22,2,17,22,23,16,5,11,7,13,2,8,9,23,7,31,4,7,5,2,17,4,4,13,23
1444_7,74,118,161,57,39,47,108,94,173,158,74,117,104,110,142,168,127,115,165,124,140,126,130,153,82,139,158,47,171,39,101,168,149,47,67,184,120,115,145,34,124,80,110,156,39,132,118,77,150,82
2195_2,0,0,0,0,2,2,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,5,0,0,1,0
2195_1,0,0,0,0,3,1,1,2,3,0,0,0,0,0,0,0,0,3,1,0,1,2,3,0,3,7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,4,5,4,0,1,1
934_1,1,0,3,0,8,2,0,2,3,4,0,4,2,6,0,1,0,3,6,6,2,2,6,1,0,1,0,0,8,0,0,1,1,0,1,4,1,0,1,0,0,3,5,5,1,2,3,1,1,1
1524_9,12,3,3,0,3,4,6,4,3,4,5,4,8,8,0,6,1,7,4,5,3,12,4,2,3,6,1,14,6,2,1,6,3,9,3,2,3,1,4,5,9,2,8,2,1,6,1,1,3,1
1524_8,10,0,4,0,3,0,3,1,1,0,0,1,2,3,5,1,3,3,3,4,0,0,1,2,2,3,1,2,5,0,5,3,1,1,5,4,0,2,2,3,11,0,4,0,0,7,1,0,0,0
1524_7,10,5,9,0,7,6,12,4,7,8,4,16,9,7,10,17,6,15,17,9,6,7,17,12,13,16,2,17,11,0,10,13,9,11,9,10,4,5,7,5,3,0,9,5,2,12,9,3,11,4
1524_6,7,3,3,0,4,9,4,1,5,9,4,2,6,9,3,3,2,5,7,7,3,8,13,9,5,4,1,14,9,1,6,3,6,1,8,11,2,0,6,9,2,0,9,6,3,7,3,3,8,4
1524_5,2,5,5,10,12,27,2,2,5,6,2,14,7,11,1,1,6,2,11,10,4,20,1,5,3,7,2,8,9,6,6,4,6,0,3,1,4,2,3,1,3,6,7,4,3,10,8,4,2,2
1524_4,0,2,4,5,4,24,3,5,1,2,3,9,8,5,5,1,4,3,9,5,4,26,4,2,4,8,1,11,11,7,7,3,1,0,2,2,2,4,5,2,6,4,4,2,4,7,6,4,4,4
1524_3,2,3,1,3,17,19,3,6,3,5,0,9,6,3,1,3,2,8,10,10,3,22,6,3,8,14,3,12,10,9,6,3,3,3,1,4,5,6,1,0,3,3,5,0,3,5,12,1,3,3
1524_2,5,4,0,1,3,7,6,7,2,2,1,6,9,5,1,2,3,1,4,5,6,1,2,5,3,3,2,6,6,4,12,2,4,1,3,1,5,2,2,3,7,2,5,2,3,4,4,4,2,5
